ROM/181/70,dmsg,ja,sys/weapon_skill_help,1
ROM/181/71,dmsg,ja,sys/magic_help,1
ROM/187/66,dmsg,ja,sys/cs_event_race,1
ROM/187/67,dmsg,ja,sys/job_attr,1
ROM/188/37,dmsg,ja,sys/mob_race,1
#ROM/196/3,dmsg,ja,sys/qst/wog,2|3
#ROM/196/4,dmsg,ja,sys/mis/wog,2|3
#ROM/196/5,dmsg,ja,sys/mis/co,2|3
ROM/219/85,dmsg,ja,sys/maze_rune,1
ROM/220/57,dmsg,ja,sys/item_attr,1
#ROM/222/17,dmsg,ja,sys/mis/acp,2|3
#ROM/223/10,dmsg,ja,sys/mis/kupo,2|3
#ROM/223/11,dmsg,ja,sys/mis/stt,2|3
#ROM/242/63,dmsg,ja,sys/qst/aby,2|3
#ROM/293/66,dmsg,ja,sys/mis/ad,2|3
#ROM/293/67,dmsg,ja,sys/qst/ad,2|3
#ROM/293/68,dmsg,ja,sys/qst/wc,2|3
#ROM/311/73,dmsg,ja,sys/faith_serifu,1
ROM/314/61,dmsg,ja,sys/jobpoint_text,1
ROM/324/58,dmsg,ja,sys/jobpoint_text_2,1
ROM/327/123,dmsg,ja,sys/emote_command,1
#ROM/333/3,dmsg,ja,sys/mis/rov,2|3
ROM/351/82,dmsg,ja,sys/mount,1
ROM/351/83,dmsg,ja,sys/mount_help,1
#ROM/364/35,dmsg,ja,sys/mis/vr,2|3
ROM3/1/38,evsb,ja,ev/unknown,
ROM3/1/39,evsb,ja,ev/Phanauet Channel,
ROM3/1/40,evsb,ja,ev/Carpenters' Landing,
ROM3/1/41,evsb,ja,ev/Manaclipper,
ROM3/1/42,evsb,ja,ev/Bibiki Bay,
ROM3/1/43,evsb,ja,ev/Uleguerand Range,
ROM3/1/44,evsb,ja,ev/Bearclaw Pinnacle,
ROM3/1/45,evsb,ja,ev/Attohwa Chasm,
ROM3/1/46,evsb,ja,ev/Boneyard Gully,
ROM3/1/47,evsb,ja,ev/Pso'Xja,
ROM3/1/48,evsb,ja,ev/The Shrouded Maw,
ROM3/1/49,evsb,ja,ev/Oldton Movalpolos,
ROM3/1/50,evsb,ja,ev/Newton Movalpolos,
ROM3/1/51,evsb,ja,ev/Mine Shaft #2716,
ROM3/1/52,evsb,ja,ev/Hall of Transference,
ROM/21/80,evsb,ja,ev/Abyssea - Konschtat,
ROM3/1/54,evsb,ja,ev/Promyvion - Holla,
ROM3/1/55,evsb,ja,ev/Spire of Holla,
ROM3/1/56,evsb,ja,ev/Promyvion - Dem,
ROM3/1/57,evsb,ja,ev/Spire of Dem,
ROM3/1/58,evsb,ja,ev/Promyvion - Mea,
ROM3/1/59,evsb,ja,ev/Spire of Mea,
ROM3/1/60,evsb,ja,ev/Promyvion - Vahzl,
ROM3/1/61,evsb,ja,ev/Spire of Vahzl,
ROM3/1/62,evsb,ja,ev/Lufaise Meadows,
ROM3/1/63,evsb,ja,ev/Misareaux Coast,
ROM3/1/64,evsb,ja,ev/Tavnazian Safehold,
ROM3/1/65,evsb,ja,ev/Phomiuna Aqueducts,
ROM3/1/66,evsb,ja,ev/Sacrarium,
ROM3/1/67,evsb,ja,ev/Riverne - Site #B01,
ROM3/1/68,evsb,ja,ev/Riverne - Site #A01,
ROM3/1/69,evsb,ja,ev/Monarch Linn,
ROM3/1/70,evsb,ja,ev/Sealion's Den,
ROM3/1/71,evsb,ja,ev/Al'Taieu,
ROM3/1/72,evsb,ja,ev/Grand Palace of Hu'Xzoi,
ROM3/1/73,evsb,ja,ev/The Garden of Ru'Hmet,
ROM3/1/74,evsb,ja,ev/Empyreal Paradox,
ROM3/1/75,evsb,ja,ev/Temenos,
ROM3/1/76,evsb,ja,ev/Apollyon,
ROM3/1/77,evsb,ja,ev/Dynamis - Valkurm,
ROM3/1/78,evsb,ja,ev/Dynamis - Buburimu,
ROM3/1/79,evsb,ja,ev/Dynamis - Qufim,
ROM3/1/80,evsb,ja,ev/Dynamis - Tavnazia,
ROM3/1/81,evsb,ja,ev/Diorama Abdhaljs-Ghelsba,
ROM3/1/82,evsb,ja,ev/Abdhaljs Isle-Purgonorgo,
ROM/21/110,evsb,ja,ev/Abyssea - Tahrongi,
ROM4/0/85,evsb,ja,ev/Open sea route to Al Zahbi,
ROM4/0/86,evsb,ja,ev/Open sea route to Mhaura,
ROM4/0/87,evsb,ja,ev/Al Zahbi,
ROM4/0/88,evsb,ja,ev/none,
ROM4/0/89,evsb,ja,ev/Aht Urhgan Whitegate,
ROM4/0/90,evsb,ja,ev/Wajaom Woodlands,
ROM4/0/91,evsb,ja,ev/Bhaflau Thickets,
ROM4/0/92,evsb,ja,ev/Nashmau,
ROM4/0/93,evsb,ja,ev/Arrapago Reef,
ROM4/0/94,evsb,ja,ev/Ilrusi Atoll,
ROM4/0/95,evsb,ja,ev/Periqia,
ROM4/0/96,evsb,ja,ev/Talacca Cove,
ROM4/0/97,evsb,ja,ev/Silver Sea route to Nashmau,
ROM4/0/98,evsb,ja,ev/Silver Sea route to Al Zahbi,
ROM4/0/99,evsb,ja,ev/The Ashu Talif,
ROM4/0/100,evsb,ja,ev/Mount Zhayolm,
ROM4/0/101,evsb,ja,ev/Halvung,
ROM4/0/102,evsb,ja,ev/Lebros Cavern,
ROM4/0/103,evsb,ja,ev/Navukgo Execution Chamber,
ROM4/0/104,evsb,ja,ev/Mamook,
ROM4/0/105,evsb,ja,ev/Mamool Ja Training Grounds,
ROM4/0/106,evsb,ja,ev/Jade Sepulcher,
ROM4/0/107,evsb,ja,ev/Aydeewa Subterrane,
ROM4/0/108,evsb,ja,ev/Leujaoam Sanctum,
ROM4/0/109,evsb,ja,ev/Chocobo Circuit,
ROM4/0/110,evsb,ja,ev/The Colosseum,
ROM4/0/111,evsb,ja,ev/Alzadaal Undersea Ruins,
ROM4/0/112,evsb,ja,ev/Zhayolm Remnants,
ROM4/0/113,evsb,ja,ev/Arrapago Remnants,
ROM4/0/114,evsb,ja,ev/Bhaflau Remnants,
ROM4/0/115,evsb,ja,ev/Silver Sea Remnants,
ROM4/0/116,evsb,ja,ev/Nyzul Isle,
ROM4/0/117,evsb,ja,ev/Hazhalm Testing Grounds,
ROM4/0/118,evsb,ja,ev/Caedarva Mire,
ROM/22/17,evsb,ja,ev/Southern San d'Oria [S],
ROM/22/18,evsb,ja,ev/East Ronfaure [S],
ROM/22/19,evsb,ja,ev/Jugner Forest [S],
ROM/22/20,evsb,ja,ev/Vunkerl Inlet [S],
ROM/22/21,evsb,ja,ev/Batallia Downs [S],
ROM/22/22,evsb,ja,ev/La Vaule [S],
ROM/22/23,evsb,ja,ev/Everbloom Hollow,
ROM/22/24,evsb,ja,ev/Bastok Markets [S],
ROM/22/25,evsb,ja,ev/North Gustaberg [S],
ROM/22/26,evsb,ja,ev/Grauberg [S],
ROM/22/27,evsb,ja,ev/Pashhow Marshlands [S],
ROM/22/28,evsb,ja,ev/Rolanberry Fields [S],
ROM/22/29,evsb,ja,ev/Beadeaux [S],
ROM/22/30,evsb,ja,ev/Ruhotz Silvermines,
ROM/22/31,evsb,ja,ev/Windurst Waters [S],
ROM/22/32,evsb,ja,ev/West Sarutabaruta [S],
ROM/22/33,evsb,ja,ev/Fort Karugo-Narugo [S],
ROM/22/34,evsb,ja,ev/Meriphataud Mountains [S],
ROM/22/35,evsb,ja,ev/Sauromugue Champaign [S],
ROM/22/36,evsb,ja,ev/Castle Oztroja [S],
ROM/22/37,evsb,ja,ev/West Ronfaure,
ROM/22/38,evsb,ja,ev/East Ronfaure,
ROM/22/39,evsb,ja,ev/La Theine Plateau,
ROM/22/40,evsb,ja,ev/Valkurm Dunes,
ROM/22/41,evsb,ja,ev/Jugner Forest,
ROM/22/42,evsb,ja,ev/Batallia Downs,
ROM/22/43,evsb,ja,ev/North Gustaberg,
ROM/22/44,evsb,ja,ev/South Gustaberg,
ROM/22/45,evsb,ja,ev/Konschtat Highlands,
ROM/22/46,evsb,ja,ev/Pashhow Marshlands,
ROM/22/47,evsb,ja,ev/Rolanberry Fields,
ROM/22/48,evsb,ja,ev/Beaucedine Glacier,
ROM/22/49,evsb,ja,ev/Xarcabard,
ROM2/13/50,evsb,ja,ev/Cape Teriggan,
ROM2/13/51,evsb,ja,ev/Eastern Altepa Desert,
ROM/22/52,evsb,ja,ev/West Sarutabaruta,
ROM/22/53,evsb,ja,ev/East Sarutabaruta,
ROM/22/54,evsb,ja,ev/Tahrongi Canyon,
ROM/22/55,evsb,ja,ev/Buburimu Peninsula,
ROM/22/56,evsb,ja,ev/Meriphataud Mountains,
ROM/22/57,evsb,ja,ev/Sauromugue Champaign,
ROM2/13/52,evsb,ja,ev/The Sanctuary of Zi'Tah,
ROM2/13/53,evsb,ja,ev/Ro'Maeve,
ROM2/13/54,evsb,ja,ev/Yuhtunga Jungle,
ROM2/13/55,evsb,ja,ev/Yhoator Jungle,
ROM2/13/56,evsb,ja,ev/Western Altepa Desert,
ROM/22/63,evsb,ja,ev/Qufim Island,
ROM/22/64,evsb,ja,ev/Behemoth's Dominion,
ROM2/13/57,evsb,ja,ev/Valley of Sorrows,
ROM/22/66,evsb,ja,ev/Ghoyu's Reverie,
ROM2/13/58,evsb,ja,ev/Ru'Aun Gardens,
ROM/22/68,evsb,ja,ev/Mordion Gaol,
ROM/22/69,evsb,ja,ev/Abyssea - La Theine,
ROM9/8/69,evsb,ja,ev/Outer Ra'Kaznar [U2],
ROM2/13/59,evsb,ja,ev/Dynamis - Beaucedine,
ROM2/13/60,evsb,ja,ev/Dynamis - Xarcabard,
ROM/22/73,evsb,ja,ev/Beaucedine Glacier [S],
ROM/22/74,evsb,ja,ev/Xarcabard [S],
ROM/22/75,evsb,ja,ev/Castle Zvahl Baileys [S],
ROM/22/76,evsb,ja,ev/Horlais Peak,
ROM/22/77,evsb,ja,ev/Ghelsba Outpost,
ROM/22/78,evsb,ja,ev/Fort Ghelsba,
ROM/22/79,evsb,ja,ev/Yughott Grotto,
ROM/22/80,evsb,ja,ev/Palborough Mines,
ROM/22/81,evsb,ja,ev/Waughroon Shrine,
ROM/22/82,evsb,ja,ev/Giddeus,
ROM/22/83,evsb,ja,ev/Balga's Dais,
ROM/22/84,evsb,ja,ev/Beadeaux,
ROM/22/85,evsb,ja,ev/Qulun Dome,
ROM/22/86,evsb,ja,ev/Davoi,
ROM/22/87,evsb,ja,ev/Monastic Cavern,
ROM/22/88,evsb,ja,ev/Castle Oztroja,
ROM/22/89,evsb,ja,ev/Altar Room,
ROM2/13/61,evsb,ja,ev/The Boyahda Tree,
ROM2/13/62,evsb,ja,ev/Dragon's Aery,
ROM/22/92,evsb,ja,ev/Castle Zvahl Keep [S],
ROM/22/93,evsb,ja,ev/Throne Room [S],
ROM/22/94,evsb,ja,ev/Middle Delkfutt's Tower,
ROM/22/95,evsb,ja,ev/Upper Delkfutt's Tower,
ROM2/13/63,evsb,ja,ev/Temple of Uggalepih,
ROM2/13/64,evsb,ja,ev/Den of Rancor,
ROM/22/98,evsb,ja,ev/Castle Zvahl Baileys,
ROM/22/99,evsb,ja,ev/Castle Zvahl Keep,
ROM2/13/65,evsb,ja,ev/Sacrificial Chamber,
ROM/22/101,evsb,ja,ev/Garlaige Citadel [S],
ROM/22/102,evsb,ja,ev/Throne Room,
ROM/22/103,evsb,ja,ev/Ranguemont Pass,
ROM/22/104,evsb,ja,ev/Bostaunieux Oubliette,
ROM2/13/66,evsb,ja,ev/Chamber of Oracles,
ROM/22/106,evsb,ja,ev/Toraimarai Canal,
ROM2/13/67,evsb,ja,ev/Full Moon Fountain,
ROM/22/108,evsb,ja,ev/Crawlers' Nest [S],
ROM/22/109,evsb,ja,ev/Zeruhn Mines,
ROM2/13/68,evsb,ja,ev/Korroloka Tunnel,
ROM2/13/69,evsb,ja,ev/Kuftal Tunnel,
ROM/22/112,evsb,ja,ev/The Eldieme Necropolis [S],
ROM2/13/70,evsb,ja,ev/Sea Serpent Grotto,
ROM2/13/71,evsb,ja,ev/Ve'Lugannon Palace,
ROM2/13/72,evsb,ja,ev/The Shrine of Ru'Avitau,
ROM2/13/73,evsb,ja,ev/Stellar Fulcrum,
ROM2/13/74,evsb,ja,ev/La'Loff Amphitheater,
ROM2/13/75,evsb,ja,ev/The Celestial Nexus,
ROM/22/119,evsb,ja,ev/Walk of Echoes,
ROM/22/120,evsb,ja,ev/Maquette Abdhaljs-LegionA,
ROM/22/121,evsb,ja,ev/Lower Delkfutt's Tower,
ROM2/13/76,evsb,ja,ev/Dynamis - San d'Oria,
ROM2/13/77,evsb,ja,ev/Dynamis - Bastok,
ROM2/13/78,evsb,ja,ev/Dynamis - Windurst,
ROM2/13/79,evsb,ja,ev/Dynamis - Jeuno,
ROM/22/126,evsb,ja,ev/Outer Ra'Kaznar [U3],
ROM/22/127,evsb,ja,ev/King Ranperre's Tomb,
ROM/23/0,evsb,ja,ev/Dangruf Wadi,
ROM/23/1,evsb,ja,ev/Inner Horutoto Ruins,
ROM/23/2,evsb,ja,ev/Ordelle's Caves,
ROM/23/3,evsb,ja,ev/Outer Horutoto Ruins,
ROM/23/4,evsb,ja,ev/The Eldieme Necropolis,
ROM/23/5,evsb,ja,ev/Gusgen Mines,
ROM/23/6,evsb,ja,ev/Crawlers' Nest,
ROM/23/7,evsb,ja,ev/Maze of Shakhrami,
ROM/23/9,evsb,ja,ev/Garlaige Citadel,
ROM2/13/80,evsb,ja,ev/Cloister of Gales,
ROM2/13/81,evsb,ja,ev/Cloister of Storms,
ROM2/13/82,evsb,ja,ev/Cloister of Frost,
ROM/23/13,evsb,ja,ev/Fei'Yin,
ROM2/13/83,evsb,ja,ev/Ifrit's Cauldron,
ROM/23/15,evsb,ja,ev/Qu'Bia Arena,
ROM2/13/84,evsb,ja,ev/Cloister of Flames,
ROM2/13/85,evsb,ja,ev/Quicksand Caves,
ROM2/13/86,evsb,ja,ev/Cloister of Tremors,
ROM2/13/87,evsb,ja,ev/Cloister of Tides,
ROM2/13/88,evsb,ja,ev/Gustav Tunnel,
ROM2/13/89,evsb,ja,ev/Labyrinth of Onzozo,
ROM/23/24,evsb,ja,ev/Abyssea - Attohwa,
ROM/23/25,evsb,ja,ev/Abyssea - Misareaux,
ROM/23/26,evsb,ja,ev/Abyssea - Vunkerl,
ROM/23/27,evsb,ja,ev/Abyssea - Altepa,
ROM/23/29,evsb,ja,ev/Ship bound for Selbina,
ROM/23/30,evsb,ja,ev/Ship bound for Mhaura,
ROM/23/31,evsb,ja,ev/Provenance,
ROM/23/32,evsb,ja,ev/San d'Oria-Jeuno Airship,
ROM/23/33,evsb,ja,ev/Bastok-Jeuno Airship,
ROM/23/34,evsb,ja,ev/Windurst-Jeuno Airship,
ROM2/13/90,evsb,ja,ev/Kazham-Jeuno Airship,
ROM/23/36,evsb,ja,ev/Ship bound for Selbina,
ROM/23/37,evsb,ja,ev/Ship bound for Mhaura,
ROM/23/38,evsb,ja,ev/Throne Room [V],
ROM/23/39,evsb,ja,ev/Southern San d'Oria,
ROM/23/40,evsb,ja,ev/Northern San d'Oria,
ROM/23/41,evsb,ja,ev/Port San d'Oria,
ROM/23/42,evsb,ja,ev/Chateau d'Oraguille,
ROM/23/43,evsb,ja,ev/Bastok Mines,
ROM/23/44,evsb,ja,ev/Bastok Markets,
ROM/23/45,evsb,ja,ev/Port Bastok,
ROM/23/46,evsb,ja,ev/Metalworks,
ROM/23/47,evsb,ja,ev/Windurst Waters,
ROM/23/48,evsb,ja,ev/Windurst Walls,
ROM/23/49,evsb,ja,ev/Port Windurst,
ROM/23/50,evsb,ja,ev/Windurst Woods,
ROM/23/51,evsb,ja,ev/Heavens Tower,
ROM/23/52,evsb,ja,ev/Ru'Lude Gardens,
ROM/23/53,evsb,ja,ev/Upper Jeuno,
ROM/23/54,evsb,ja,ev/Lower Jeuno,
ROM/23/55,evsb,ja,ev/Port Jeuno,
ROM2/13/91,evsb,ja,ev/Rabao,
ROM/23/57,evsb,ja,ev/Selbina,
ROM/23/58,evsb,ja,ev/Mhaura,
ROM2/13/92,evsb,ja,ev/Kazham,
ROM2/13/93,evsb,ja,ev/Hall of the Gods,
ROM2/13/94,evsb,ja,ev/Norg,
ROM/23/62,evsb,ja,ev/Abyssea - Uleguerand,
ROM/23/63,evsb,ja,ev/Abyssea - Grauberg,
ROM/23/64,evsb,ja,ev/Abyssea - Empyreal Paradox,
ROM9/5/77,evsb,ja,ev/Western Adoulin,
ROM9/5/78,evsb,ja,ev/Eastern Adoulin,
ROM9/5/79,evsb,ja,ev/Rala Waterways,
ROM9/5/80,evsb,ja,ev/Rala Waterways [U],
ROM9/5/81,evsb,ja,ev/Yahse Hunting Grounds,
ROM9/5/82,evsb,ja,ev/Ceizak Battlegrounds,
ROM9/5/83,evsb,ja,ev/Foret de Hennetiel,
ROM9/5/84,evsb,ja,ev/Yorcia Weald,
ROM9/5/85,evsb,ja,ev/Yorcia Weald [U],
ROM9/5/86,evsb,ja,ev/Morimar Basalt Fields,
ROM9/5/87,evsb,ja,ev/Marjami Ravine,
ROM9/5/88,evsb,ja,ev/Kamihr Drifts,
ROM9/5/89,evsb,ja,ev/Sih Gates,
ROM9/5/90,evsb,ja,ev/Moh Gates,
ROM9/5/91,evsb,ja,ev/Cirdas Caverns,
ROM9/5/92,evsb,ja,ev/Cirdas Caverns [U],
ROM9/5/93,evsb,ja,ev/Dho Gates,
ROM9/5/94,evsb,ja,ev/Woh Gates,
ROM9/5/95,evsb,ja,ev/Outer Ra'Kaznar,
ROM9/5/96,evsb,ja,ev/Outer Ra'Kaznar [U1],
ROM9/5/97,evsb,ja,ev/Ra'Kaznar Inner Court,
ROM9/5/98,evsb,ja,ev/Ra'Kaznar Turris,
ROM/375/126,evsb,ja,ev/Gwora - Corridor,
ROM9/5/100,evsb,ja,ev/Walk of Echoes [P2],
ROM/303/30,evsb,ja,ev/Mog Garden,
ROM/315/106,evsb,ja,ev/Leafallia,
ROM/315/107,evsb,ja,ev/Mount Kamihr,
ROM/374/97,evsb,ja,ev/Silver Knife,
ROM/303/31,evsb,ja,ev/Celennia Memorial Library,
ROM/306/57,evsb,ja,ev/Feretory,
ROM/362/21,evsb,ja,ev/Maquette Abdhaljs-LegionB,
ROM/332/105,evsb,ja,ev/Escha - Zi'Tah,
ROM/337/62,evsb,ja,ev/Escha - Ru'Aun,
ROM/342/81,evsb,ja,ev/Desuetia - Empyreal Paradox,
ROM/342/82,evsb,ja,ev/Reisenjima,
ROM/353/57,evsb,ja,ev/Reisenjima Henge,
ROM/342/83,evsb,ja,ev/Reisenjima Sanctorium,
ROM/354/112,evsb,ja,ev/Dynamis - San d'Oria [D],
ROM/355/7,evsb,ja,ev/Dynamis - Bastok [D],
ROM/355/35,evsb,ja,ev/Dynamis - Windurst [D],
ROM/355/50,evsb,ja,ev/Dynamis - Jeuno [D],
ROM/361/88,evsb,ja,ev/Walk of Echoes [P1],
ROM/378/102,evsb,ja,ev/Gwora - Throne Room,
